EmpID,BiasInfluentialFactor,FitmentPercent
11682,DepartmentInCompany,52.409450887481626
10086,CurrentCompanyType,81.50611802320243
5330,EmpScore,55.493916687636386
8296,CurrentCTC,56.98516085157304
16866,CurrentCompanyType,81.3850896008681
23067,CurrentCompanyType,78.20384688890138
15312,Gender,90.98400829019592
19285,Gender,81.90750420050296
12488,Gender,79.04113702660774
16398,Gender,79.85038767248774
18500,CurrentCompanyType,79.82125598853548
12297,CurrentCompanyType,81.04606404445452
12300,Gender,82.47770376412659
14149,CurrentCompanyType,80.91717935394773
21267,CurrentCompanyType,78.76362153735222
15465,CurrentCompanyType,81.86493223617975
23661,Gender,78.74560344142294
17275,CurrentCompanyType,81.40320207649624
23264,EmpScore,90.01283790841538
17802,CurrentCompanyType,80.59121474536327
16591,Gender,88.70597144579283
17489,Gender,81.66616464098672
13729,CurrentCTC,56.107434437724464
3267,CurrentCompanyType,79.64019757807439
19907,Age,55.131370914543545
23866,CurrentCompanyType,80.79938368501956
2425,Gender,90.40315573824259
16425,CurrentCompanyType,81.16649928718195
3643,CurrentCompanyType,81.10723600089615
10804,CurrentCompanyType,82.03983134997856
21866,EmpScore,54.66520605769415
8943,CurrentCompanyType,80.5592614141716
11545,Gender,80.94566838216764
9125,CurrentCompanyType,79.42752409022643
18041,CurrentCompanyType,79.03564764487164
4712,CurrentCTC,57.164059846523216
3065,EmpScore,54.74590767455304
23441,CurrentCompanyType,81.39395793691952
15864,CurrentCompanyType,79.10293596868686
9413,Gender,79.82374524178384
22791,EmpScore,54.962526021898256
4368,CurrentCompanyType,79.55902504863683
15472,DegreeBranch,53.217741630633924
12634,CurrentCompanyType,81.3474734295505
15450,CurrentCompanyType,81.02662357044625
12385,EmpScore,54.29560791028392
16890,CurrentCompanyType,78.81874022279682
6869,EmpScore,55.89941885947164
22048,Gender,78.15184202955821
13700,CurrentCompanyType,81.4311820296501
7476,CurrentCompanyType,79.33028133624187
14884,CurrentCompanyType,81.40441760279654
11752,CurrentCompanyType,81.38509015211456
10594,CurrentCompanyType,79.85159746896828
12697,CurrentCompanyType,81.55667308835966
20316,LatestDegreeCGPA,53.740265684108394
4257,CurrentCTC,53.48990132411062
7590,CurrentCompanyType,80.90439716483029
4721,CurrentCTC,53.980051546471024
16979,Gender,89.48541943782276
5064,EmpScore,89.80540197052822
5718,CurrentCompanyType,80.74018361459551
21769,CurrentCompanyType,81.78346226693424
23912,Gender,79.60658090817869
4288,CurrentCompanyType,81.38762545146
5818,Gender,79.2743306587665
6943,EmpScore,88.99634765867084
12617,EmpScore,60.294297757819834
5184,Gender,78.68131241622687
14564,CurrentCompanyType,82.39728300024031
20626,CurrentCompanyType,81.90945269657377
23356,CurrentCompanyType,82.18669525742595
17303,Gender,79.70396065677684
2794,CurrentCompanyType,80.7620648177882
12695,Gender,80.46683123693849
15676,Gender,81.60888437797047
20093,CurrentCompanyType,81.52386371751496
13522,Gender,79.0859606899634
2925,Gender,78.86254147273543
21687,CurrentCompanyType,80.6397639415366
14941,CurrentCompanyType,80.92885446281923
22689,CurrentCompanyType,79.96240089153686
4146,EmpScore,55.18977172624923
7751,Gender,90.09007111644802
9778,TotalLeavesTaken,54.19043613445135
7847,CurrentCompanyType,81.50242394581072
21681,EmpScore,55.77208936663543
20371,CurrentCompanyType,79.19550165616153
21564,CurrentCompanyType,80.52837919899807
18351,Gender,79.48426920905419
18792,CurrentCompanyType,82.06061026104736
9223,EmpScore,89.49253321719925
21109,EmpScore,89.10842670925756
21873,CurrentCompanyType,81.05404110844874
19006,EmpScore,89.45896755149707
9127,CurrentCompanyType,80.57673372087967
20696,CurrentCompanyType,82.1913114288693
12379,EmpScore,54.99630929129779
20532,CurrentCompanyType,81.11667623469913
10691,Gender,90.27509870018534
23671,CurrentCompanyType,78.52251026172375
8108,CurrentCompanyType,79.25358482798983
2136,LatestDegreeCGPA,54.09501457955783
3650,CurrentCompanyType,81.95030548057382
20369,DepartmentInCompany,54.16287601802237
11822,CurrentCompanyType,81.34113324529636
13292,CurrentCompanyType,80.03249859179218
4585,CurrentCTC,51.1303827691183
23212,Gender,81.96607009171848
4315,CurrentCTC,67.01316170447768
20670,Gender,81.15924201237678
18483,CurrentCompanyType,80.43315738961584
6467,CurrentCompanyType,80.78895233589064
7238,EmpScore,54.65320495628787
18582,CurrentCompanyType,81.75680526004635
5844,Gender,89.62107660174357
8107,LatestDegreeCGPA,52.62570965655144
16120,Gender,80.04135826035225
24352,CurrentCompanyType,80.85111764007617
7546,CurrentCompanyType,80.24541714490128
9188,CurrentCompanyType,82.22019383899047
7964,EmpScore,50.42696390673032
12678,CurrentCompanyType,81.12717784853862
10184,CurrentCompanyType,80.48563756600812
3120,HighestDegree,52.76164858846068
6334,Gender,77.99602661975082
6974,Gender,80.54682310454943
18952,Gender,79.53840966191565
24202,CurrentCompanyType,81.32172102389049
10334,EmpScore,56.04267835445704
9878,CurrentCompanyType,81.71856237603073
10520,LatestDegreeCGPA,54.674120728384835
4100,CurrentCompanyType,78.14901487732868
14662,MartialStatus,53.81019242457671
7066,TotalLeavesTaken,53.68792727895832
2122,GraduationYear,54.429892772064846
19032,CurrentCompanyType,81.22993794484941
14715,Gender,81.93301015809779
16707,DepartmentInCompany,54.314513192775834
21651,CurrentCTC,56.057730895212714
17936,Gender,90.10747472641683
9800,CurrentCompanyType,80.11605461609489
19194,LatestDegreeCGPA,54.55308932723101
8290,Gender,78.98012580106148
19464,TotalLeavesTaken,54.46550479795549
11532,Gender,89.71383301807393
22227,MartialStatus,54.25908799265472
3958,CurrentCTC,52.09233423040882
7075,CurrentCompanyType,79.93853528605123
23241,Gender,90.39462980430217
13120,CurrentCTC,56.31375299836597
11172,CurrentCTC,56.657100956848765
14065,Gender,79.18277023338297
20819,DepartmentInCompany,50.2595751256668
2317,Gender,81.32856667066305
21794,CurrentCompanyType,80.1264865633043
2441,Gender,81.8951364484783
9290,Gender,78.56038640502393
7820,CurrentCompanyType,79.75031636666898
9934,Gender,89.1902506439995
2569,CurrentCompanyType,81.36932216222651
7761,CurrentCompanyType,81.78167389988064
4780,CurrentCompanyType,80.42403880229008
3059,CurrentCompanyType,79.64255025466262
4738,CurrentCompanyType,81.36957997846442
9340,Gender,81.27167720462485
14728,Gender,80.52333613797285
22924,Gender,90.43633388165861
9309,CurrentCompanyType,80.23517987518404
2402,CurrentCompanyType,80.7583039437938
14097,CurrentCompanyType,82.83119014624849
6938,Gender,90.37988587543704
23762,CurrentCompanyType,79.54799999985462
18187,CurrentCompanyType,81.63812630818524
15910,Gender,89.81531245587635
16419,CurrentCompanyType,79.45688626276865
18800,EmpScore,53.51253028119149
17953,EmpScore,54.79557223164666
11351,DepartmentInCompany,53.82438410514392
17757,EmpScore,56.330168494939144
21222,CurrentCompanyType,81.61065650897135
23273,CurrentCompanyType,81.49910893071994
7676,Gender,82.14404836743866
18849,CurrentCompanyType,77.95529261700638
19561,DepartmentInCompany,54.0498447023336
8163,Gender,90.38597986174463
5810,EmpScore,55.16235233937724
14617,Age,51.54420685087956
20037,Gender,77.95762870929262
10384,CurrentCompanyType,78.56248996541659
14667,Gender,90.02531439406481
3996,CurrentCompanyType,78.06100343572443
17973,CurrentCompanyType,81.6407506179007
15155,EmpScore,89.99344440936665
7024,CurrentCompanyType,81.71495149773314
11594,TotalLeavesTaken,54.225662635025444
10161,CurrentCompanyType,82.138714254264
13807,CurrentCTC,55.75344147194663
15127,LatestDegreeCGPA,54.94623944896303
12083,Gender,79.84618687547442
7576,CurrentCompanyType,81.48970767892182
11603,EmpScore,89.52204720086588
12513,CurrentCompanyType,81.36641735038341
21265,CurrentCompanyType,81.21800859489967
15209,EmpScore,89.93656682149214
4205,Gender,88.8607884291583
2308,CurrentCTC,56.60991054313364
10666,CurrentCompanyType,81.06631913353101
8874,Gender,82.02264745021607
20943,CurrentCompanyType,81.65969902934113
21341,CurrentCTC,53.91935618575273
11929,CurrentCompanyType,79.99778604785467
15618,CurrentCompanyType,79.3360321709229
8740,CurrentCompanyType,79.44358921747506
23195,Gender,82.85629928076446
20952,CurrentCTC,57.22693493961843
18069,CurrentCompanyType,78.69645639854159
20957,EmpScore,90.89957223245547
16589,CurrentCompanyType,81.84492310006029
3496,EmpScore,53.630664061850105
2343,CurrentCTC,55.65561502596833
2877,EmpScore,89.43892896866781
24219,CurrentCompanyType,81.7336481063974
23592,Gender,90.45220694567787
18216,CurrentCompanyType,81.56860769388383
16658,EmpScore,56.204950565478214
19023,CurrentCTC,65.77656646937864
22920,CurrentCompanyType,81.70198861163863
7952,CurrentCompanyType,81.69737466026181
4491,CurrentCompanyType,82.10819187543368
8270,CurrentCompanyType,81.37119675824705
14950,MartialStatus,53.85927463395261
18140,CurrentCompanyType,80.56326196075761
2627,Gender,78.34059194758593
16576,Gender,79.32129111317158
9084,Gender,79.85964279609682
14773,CurrentCompanyType,78.66044688010983
16744,CurrentCompanyType,82.28318130302216
8705,CurrentCompanyType,81.43095102590158
10856,CurrentCompanyType,81.27009205722176
16162,EmpScore,89.286549641819
20655,CurrentCTC,56.29943563532059
10408,Gender,79.53220792584779
13447,Gender,90.0646802308829
4841,Gender,81.35595785550078
16935,Gender,81.67383647211008
14923,CurrentCTC,52.642093969118086
3770,LatestDegreeCGPA,53.95124819428159
22609,CurrentCTC,52.844982255512726
24252,CurrentCompanyType,81.39702159096181
4266,CurrentCompanyType,80.00208857889389
17882,EmpScore,89.88245710999732
18083,CurrentCTC,56.00479259181297
21193,CurrentCompanyType,82.16497627540285
9931,CurrentCompanyType,81.27374637599722
6448,Gender,81.4368131144637
15551,CurrentCompanyType,81.51758600517968
13986,CurrentCompanyType,80.96598395183673
8503,CurrentCompanyType,79.06377226685171
13176,CurrentCompanyType,81.46993330486515
18449,Gender,90.5450657659892
10475,CurrentCompanyType,80.90857616988356
2353,Gender,82.11761620758274
7453,CurrentCompanyType,80.83692473812778
13871,CurrentCompanyType,78.22880849495758
9245,CurrentCompanyType,78.73905562435996
19805,CurrentCompanyType,81.69708215898005
18707,CurrentCompanyType,82.43697142559998
18766,CurrentCompanyType,81.37722301025399
22132,LatestDegreeCGPA,52.692918363235876
21544,CurrentCompanyType,80.55654563303659
18052,CurrentCompanyType,79.4183613233707
4166,CurrentCompanyType,79.03962811895244
23939,CurrentCompanyType,82.1347359820333
8234,CurrentCompanyType,81.3115683493654
18973,CurrentCompanyType,79.758905292858
2976,CurrentCTC,56.47786755174431
2632,CurrentCompanyType,79.21499427128298
21202,EmpScore,89.26327493208593
21537,CurrentCompanyType,81.53471171567706
7644,CurrentCTC,55.81429750793938
19725,CurrentCompanyType,81.09426272199597
23424,Gender,78.84194497186179
20805,Gender,89.42192342720243
3419,CurrentCompanyType,82.00777319432822
11277,Gender,78.91491766906276
13130,CurrentCompanyType,81.76555858635449
14730,MartialStatus,53.204946576308416
9751,Gender,89.89668665780276
9421,EmpScore,88.21859894838255
12365,EmpScore,90.51975397824634
13790,CurrentCompanyType,79.51677728047571
17631,Gender,79.74091410224153
9614,Gender,78.31231235112652
17875,Gender,79.21730360511819
16880,Gender,90.09578930772672
11004,EmpScore,88.87373239352046
2357,CurrentCompanyType,78.8940492118477
22553,CurrentCompanyType,80.51396678335477
17445,CurrentCompanyType,82.18902640434268
19899,CurrentCompanyType,80.79234919636394
12142,Gender,81.39346587422936
3057,CurrentCompanyType,79.95205115904899
23777,Gender,78.32555017820633
3163,Gender,78.78996114168437
17624,CurrentCompanyType,80.90913645768441
16420,TotalLeavesTaken,54.725071797090976
7613,CurrentCompanyType,79.842100368212
23486,CurrentCompanyType,80.76706747551974
6835,Gender,78.64826713595897
10928,Gender,82.01693526442861
16470,CurrentCompanyType,81.63439144150037
9861,Gender,80.1554904110998
16962,CurrentCompanyType,80.35867793734172
6603,CurrentCTC,52.32774647183619
11967,Gender,80.36987153404425
9938,EmpScore,57.02339569651288
11530,Gender,90.04299584093862
16122,Gender,82.0907967462216
8999,Gender,79.47357120318944
8781,CurrentCompanyType,81.56799223324057
21993,CurrentCompanyType,82.48145480209611
9303,CurrentCompanyType,82.23895820850589
14387,EmpScore,90.23430540316312
17642,Gender,78.49159898715163
16773,Gender,78.26437331341064
21172,CurrentCompanyType,80.48029422428507
19142,Gender,79.3112080566174
16184,Gender,91.03258067086847
14204,CurrentCompanyType,80.44009187694535
12929,CurrentCompanyType,81.75080724811949
6677,CurrentCompanyType,78.56292609752907
18445,CurrentCompanyType,79.54247826201569
11942,Gender,81.4367588684744
16695,CurrentCompanyType,81.64270329125085
17399,CurrentCompanyType,79.422305283443
2699,CurrentCompanyType,81.0646576032241
5339,CurrentCTC,56.63334749466506
7735,CurrentCompanyType,80.3259847095235
6108,CurrentCompanyType,81.19426582780174
20963,Gender,90.14036779888244
3639,CurrentCompanyType,81.95037671780445
14780,MartialStatus,53.34572286860846
16039,EmpScore,55.44566222530453
11132,GraduationYear,54.134344877301984
20396,Gender,79.01642911600041
9492,CurrentCompanyType,81.4167107377958
20180,Gender,89.63651506986537
6178,CurrentCTC,57.38195429366272
9995,MartialStatus,52.76648731684643
16878,CurrentCTC,56.07440035514108
17847,CurrentCompanyType,80.46810025478754
23297,CurrentCompanyType,78.5281479850083
5268,CurrentCompanyType,80.45326292418079
6676,CurrentCompanyType,80.66492916342354
11446,CurrentCompanyType,81.13646742424191
8681,CurrentCompanyType,80.54389514129849
14377,CurrentCompanyType,80.93365610609676
18470,CurrentCTC,51.17378711625162
17718,Gender,77.84351725999689
8515,CurrentCompanyType,80.433415968988
14303,CurrentCompanyType,80.30186093407053
24081,CurrentCompanyType,80.49515632376462
18655,CurrentCompanyType,82.07406180498313
4874,EmpScore,90.15695830322177
20704,Gender,90.81898841648525
11457,CurrentCompanyType,80.93363284653104
4696,CurrentCTC,56.97082693703681
18844,Gender,90.31632573475116
3551,CurrentCompanyType,79.68945431123552
17481,CurrentCompanyType,80.79276193101607
13028,Gender,80.8614914515427
8340,CurrentCompanyType,81.72446392675353
8356,CurrentCTC,55.983411649868785
5823,DepartmentInCompany,54.61422907725646
7840,CurrentCompanyType,79.02428927735292
17635,CurrentCompanyType,81.48922731024722
11849,Gender,81.80171966873951
4229,CurrentCompanyType,81.40398289693893
11431,CurrentCompanyType,80.27071182833886
13166,CurrentCompanyType,80.54825738162265
14985,CurrentCompanyType,80.14499744276839
11696,CurrentCompanyType,80.47015307932357
13193,Gender,78.13510224230812
19449,EmpScore,88.80278722201018
14238,Gender,79.93370144413643
4509,CurrentCompanyType,80.42004273683192
3052,CurrentCompanyType,77.97380517316199
15548,CurrentCompanyType,79.01911326965596
3693,DegreeBranch,53.73355776266192
3658,CurrentCompanyType,78.53862359016068
4577,CurrentCompanyType,82.27122585997131
12692,CurrentCompanyType,78.34218224356229
17156,CurrentCompanyType,79.8739196452834
2710,Gender,89.01929114646826
20429,LatestDegreeCGPA,53.729181710859436
14736,CurrentCompanyType,79.51991215715174
24010,Gender,89.99215264838367
20638,CurrentDesignation,53.57907451096386
11281,MartialStatus,54.72698527911014
12627,CurrentCompanyType,81.601634834836
9811,Gender,81.90102777250397
15768,CurrentDesignation,53.464433382158276
22504,GraduationYear,53.87696142403717
23829,EmpScore,54.17398206102233
5862,CurrentCTC,52.15887136252229
18002,TotalLeavesTaken,52.89038196319835
20096,CurrentCompanyType,80.9291427333151
12475,Gender,79.10556159264188
9493,Gender,82.0374266006609
20509,CurrentCompanyType,80.30463051096996
22581,CurrentCompanyType,80.50662004249027
8640,Gender,90.90263342313655
6522,MartialStatus,52.91261136837749
5242,Gender,79.32491630847295
20048,CurrentCompanyType,82.4296277131688
20073,CurrentCTC,56.72001622607067
5285,CurrentCompanyType,79.76982147828392
18789,Gender,91.396956229013
23144,Gender,81.72455030730184
23485,CurrentCompanyType,81.05040166638067
10866,CurrentCompanyType,79.42373710437724
17398,CurrentCompanyType,79.67522245273366
2180,CurrentCompanyType,82.22709438439952
14471,CurrentCompanyType,80.48427156025585
2066,CurrentCompanyType,78.99524763750156
12579,CurrentCompanyType,80.8436785139375
6936,CurrentCompanyType,80.73518917606371
18594,EmpScore,55.28883266948934
3087,Gender,78.87831053181046
15260,EmpScore,90.09757243762367
4048,Gender,82.00643023774269
22616,Gender,78.98300165718608
5932,CurrentCompanyType,81.10261967580496
18305,CurrentCompanyType,81.0864948736281
2871,CurrentCTC,56.801390531607026
14604,Gender,78.84102060161194
8827,CurrentCTC,50.845096533273946
20293,CurrentCompanyType,81.69594246346088
16020,CurrentCompanyType,79.2614079434409
17011,CurrentCTC,55.59748048616456
9242,CurrentCompanyType,79.28232705109329
4523,CurrentCompanyType,78.71834236092445
22499,Gender,78.66474276793898
5077,Gender,79.1581838781609
4954,EmpScore,90.62837261154631
21377,CurrentCTC,55.65866209658698
6593,CurrentCompanyType,81.78610255447478
6462,CurrentCompanyType,80.09711136169672
7336,CurrentCompanyType,81.08973497522783
10574,CurrentCompanyType,80.42655062400789
14692,CurrentCompanyType,81.51162284850831
8824,CurrentCompanyType,81.21727186922938
16028,GraduationYear,52.99528766584271
13805,TotalLeavesTaken,53.95391840767003
3520,CurrentCompanyType,81.58935837397799
18923,CurrentCTC,53.098752601699964
14292,CurrentCompanyType,81.53291325663422
7104,CurrentCompanyType,80.73937692223099
2980,CurrentDesignation,53.07866872104434
2025,Gender,91.09536404094925
9002,DepartmentInCompany,53.90528288082193
3126,CurrentCompanyType,81.06615265441297
5586,DepartmentInCompany,54.3815237019693
3420,CurrentCompanyType,82.4829834761047
9545,CurrentCompanyType,80.38445690845519
20939,CurrentCompanyType,80.097594398392
20236,CurrentCompanyType,81.27104868524083
3975,CurrentCompanyType,81.07677391325917
6951,CurrentCompanyType,80.94347826410093
16678,CurrentCompanyType,80.62493848981124
11510,CurrentCompanyType,81.03260947121512
11968,EmpScore,55.50216481037543
23118,CurrentCompanyType,82.16180940360083
9138,CurrentCompanyType,78.50598484163127
18374,CurrentCompanyType,81.02805765750489
4364,CurrentCompanyType,81.4158307392748
23261,CurrentCompanyType,81.75939734486089
16502,CurrentCompanyType,80.58184501326048
15432,CurrentCompanyType,81.23724443412655
17025,CurrentCompanyType,79.80433014842302
17086,CurrentCompanyType,80.09947525218719
18716,CurrentCompanyType,81.99569236424767
23594,EmpScore,89.17129567492773
6890,CurrentCompanyType,79.75887485231246
6986,CurrentCompanyType,80.0606077281861
5028,CurrentCompanyType,81.03361883399255
7108,TotalLeavesTaken,55.41844304441791
5003,Gender,81.68125713412235
4183,CurrentCompanyType,81.58327210561805
17274,GraduationYear,56.31548117398617
6789,Gender,79.62309128726774
6922,CurrentCompanyType,78.98656210873497
14734,EmpScore,57.0101586566524
7747,DepartmentInCompany,56.05473265905114
21269,CurrentCompanyType,81.52502871569142
9271,EmpScore,54.738014728184915
7857,CurrentDesignation,55.494144976359394
16227,CurrentCompanyType,81.02901141041974
3750,CurrentCompanyType,81.47261731658845
17102,CurrentCompanyType,76.96559215632034
13917,Age,55.41614430174441
17326,CurrentCompanyType,80.31703260327548
7123,CurrentCompanyType,81.18148573323722
6845,CurrentCompanyType,82.04984267431567
4321,CurrentCompanyType,80.9489400983269
22731,DepartmentInCompany,54.170358061958126
9059,CurrentCompanyType,80.61799121775557
5210,CurrentCompanyType,81.447076146522
16631,CurrentCompanyType,79.65363814384045
7469,CurrentCompanyType,78.98858862376389
13953,Gender,89.97646241512173
21029,CurrentCompanyType,81.63337297092052
10297,CurrentCompanyType,81.06435538925444
10108,CurrentCompanyType,80.48208920172857
3879,CurrentCompanyType,80.65414537633706
14547,CurrentCompanyType,81.36339778145758
11596,Gender,89.71168341629274
9570,CurrentCompanyType,81.32158186487125
9877,CurrentCompanyType,81.90532856749422
19664,CurrentCompanyType,81.69700690057373
5796,CurrentCompanyType,82.03816840279562
16075,CurrentCompanyType,79.93312507945069
7320,CurrentCompanyType,79.36866689535151
20058,Gender,78.54388966309904
23765,CurrentCTC,56.411916661368615
11094,CurrentCompanyType,81.6246022182749
17782,CurrentCompanyType,77.84258381893599
5126,Gender,88.57849326971242
20169,CurrentCompanyType,79.76231495251595
15337,CurrentCompanyType,81.55516844509096
4214,Gender,90.58288426098466
6015,Gender,78.81778047783615
14271,Gender,81.04551710860521
14365,EmpScore,53.40835940885323
10020,CurrentCTC,55.71178854216278
15023,CurrentCompanyType,79.11075969633673
18494,CurrentCompanyType,80.90125156157762
4837,Gender,81.25071670548598
18511,CurrentCompanyType,80.6417039965997
17336,CurrentCompanyType,82.60037965320267
23796,CurrentCompanyType,80.25863126541856
22860,CurrentCompanyType,81.19693305685779
19964,Gender,90.74459814179762
9857,Gender,90.20198686094461
11394,CurrentCompanyType,78.45644559555832
14028,CurrentCompanyType,82.45559172074346
13534,Gender,78.53617210065093
15702,CurrentCompanyType,81.78968405716726
12077,LatestDegreeCGPA,52.32918546820092
9886,CurrentCompanyType,81.44403101685705
18755,CurrentCompanyType,81.82485257929606
10716,CurrentCompanyType,81.30090955912289
21221,CurrentCompanyType,81.2872690133149
5498,CurrentCompanyType,81.41436515252943
18012,CurrentCompanyType,80.1794468061354
20584,CurrentCompanyType,82.10869769677785
9003,Gender,79.40455600074424
21596,CurrentCompanyType,81.72141258651551
24303,CurrentCompanyType,81.80543099405588
23210,CurrentCompanyType,80.51155353088186
3705,CurrentCompanyType,78.98238040415919
9904,Gender,78.5052141168174
16622,CurrentCompanyType,79.58942566823369
23621,EmpScore,88.59225150829539
7026,CurrentCompanyType,81.68156062975781
7122,Gender,89.4855780912995
24383,CurrentCompanyType,80.77531402834333
7145,Gender,90.39843012983846
19615,CurrentCTC,53.03656122891569
15154,CurrentCTC,53.044716356329396
7593,CurrentCompanyType,81.58769330275439
11840,CurrentCompanyType,80.95417855745343
22258,GraduationYear,54.425074886083166
3066,CurrentCTC,67.06725845956255
4941,CurrentCompanyType,81.65968357101747
7291,Gender,90.2447176650631
6512,Gender,79.79405268995033
18262,MartialStatus,53.48164365000233
6807,Gender,89.85015831650759
3571,CurrentCompanyType,79.29215899764439
13400,CurrentCompanyType,81.46196668174926
4926,CurrentCompanyType,80.90964941261504
20809,CurrentCompanyType,81.73018302019653
10431,Gender,89.56843220035438
9577,Gender,90.54843704485769
9078,CurrentCompanyType,80.6557586817282
16817,Gender,79.80146618928316
23649,Gender,90.24240008362418
16144,Gender,79.27557059684904
9951,Gender,90.59650693842075
11628,CurrentCompanyType,81.65155509698312
20931,Gender,90.40946852407774
11068,CurrentCompanyType,81.39302334701513
16914,CurrentCTC,51.84623263371981
4217,CurrentCompanyType,81.80979830440526
3170,CurrentCompanyType,80.42507553408154
11239,CurrentCompanyType,78.68624539166292
18845,CurrentCompanyType,81.52657228715344
19321,CurrentCompanyType,80.9444801680995
15538,CurrentCompanyType,81.59256895109593
17957,CurrentCompanyType,82.14769654726405
11040,CurrentCompanyType,79.3741932736152
3539,CurrentCompanyType,80.06128546372643
22970,CurrentCompanyType,79.92267719623003
22936,Gender,83.04828132213056
15917,CurrentCTC,55.510233558193136
21918,CurrentCompanyType,79.62216237904006
5069,CurrentCompanyType,79.45841515280654
6282,CurrentDesignation,55.1571236539616
6719,Gender,90.13933688820165
15742,Gender,81.1801287176082
3144,CurrentCompanyType,80.05608151430748
9462,CurrentCompanyType,81.79024241343724
20810,CurrentCompanyType,79.86012887999182
5150,CurrentCompanyType,80.79805624507584
15178,EmpScore,55.740735275042226
15249,Gender,78.14291593773527
24000,CurrentCompanyType,80.19548175245897
6918,CurrentCompanyType,81.70029393749678
9038,MartialStatus,53.212649811476304
3985,Gender,89.12684530393913
9776,CurrentCompanyType,80.02751281468949
11223,CurrentCTC,55.5541339992392
21091,CurrentCompanyType,82.12813483778797
11120,CurrentCTC,52.39121901850196
3578,CurrentCompanyType,80.17406078558678
13296,MartialStatus,54.13574088735345
7800,CurrentCompanyType,81.34426482339511
4289,LatestDegreeCGPA,52.79316568074913
16108,CurrentCompanyType,80.13937371254377
10227,CurrentCompanyType,81.46989981113711
13282,CurrentCompanyType,81.7778268236906
9589,EmpScore,52.926324420576705
15996,CurrentCompanyType,80.35661107048644
6686,CurrentCompanyType,81.75695344873
12175,CurrentCompanyType,81.24032271599172
13563,DepartmentInCompany,54.51171206635367
24106,Gender,77.96481364909084
21498,CurrentCompanyType,82.08581496716668
16027,EmpScore,89.58836982634496
12977,CurrentCompanyType,81.92606057806157
5886,Gender,90.07576354137231
11487,CurrentCompanyType,80.04302257617032
10591,CurrentCompanyType,81.49400520846936
4421,CurrentCompanyType,79.69913740215169
16292,CurrentCompanyType,80.35937270579747
16923,CurrentCompanyType,81.51271493426084
9665,CurrentCTC,56.91356946178938
8285,EmpScore,55.243227316355494
18177,Gender,89.75049154250163
20774,CurrentCompanyType,81.41177420129726
17187,CurrentCompanyType,81.57841382870839
16583,Gender,79.08801985477945
3147,CurrentCTC,52.203256401623726
3430,EmpScore,55.01991230279886
9165,CurrentCompanyType,80.97981263234331
10270,CurrentCompanyType,80.59870119279455
24279,CurrentCompanyType,81.80793084722723
12081,MartialStatus,53.580607170115
23979,CurrentCompanyType,79.53057825133835
16966,CurrentCompanyType,78.54209547774666
10164,Gender,91.04007808493404
22117,CurrentCompanyType,81.27196807891946
9111,CurrentCTC,51.6042945168384
5419,Gender,80.49148747108622
7876,CurrentCompanyType,81.24506994126503
23750,EmpScore,55.280968315361754
6287,CurrentCompanyType,81.41953483945318
22136,CurrentCompanyType,80.60365136559774
10430,CurrentCompanyType,80.99241290132485
17871,EmpScore,56.312937251047
5439,CurrentCompanyType,80.83849849859034
18011,EmpScore,49.69838508055533
7723,Gender,79.71210241294361
2490,CurrentCompanyType,81.44983770041446
12098,CurrentCompanyType,81.44760975326453
18608,CurrentCompanyType,79.01254586013916
20423,CurrentCTC,53.82657102427512
16703,Gender,78.47545766063652
3588,Gender,90.79068182851289
23917,CurrentDesignation,54.01145939980414
17419,MartialStatus,53.40471008615119
19629,CurrentCompanyType,80.68032222480196
14778,Gender,79.21282286415288
23381,CurrentCompanyType,81.96467031563193
6058,Gender,90.29922576278945
2724,CurrentCompanyType,80.50969784728098
9632,CurrentCompanyType,78.86753825202328
18599,CurrentCompanyType,81.767088963756
13169,CurrentCompanyType,81.33425695762624
22285,EmpScore,89.95534084435111
5276,Gender,89.70765535413338
11555,MartialStatus,53.86906013508347
4924,CurrentCompanyType,81.25684901982227
14006,CurrentCompanyType,81.94937187951254
20113,CurrentCTC,55.86024562847991
17523,CurrentCompanyType,81.95480170816789
6842,Gender,78.10376441868016
21241,CurrentCompanyType,81.13305198228679
8559,CurrentCompanyType,82.00336093328355
3265,CurrentDesignation,55.1541348510552
17640,CurrentCompanyType,79.08756210756864
21354,CurrentCompanyType,81.35782301070859
14310,Gender,90.23094703791735
18865,CurrentCTC,56.804741905938286
19382,CurrentCompanyType,81.65713573261986
14327,CurrentCompanyType,81.16343054234915
19480,CurrentCTC,56.57115587419047
13038,CurrentCompanyType,79.55110990972614
9727,CurrentCompanyType,81.41639819835072
12322,CurrentCTC,51.882514310973065
22608,Gender,90.36145380720055
13170,Gender,79.01252862694268
12271,CurrentCompanyType,78.75284481415358
23620,CurrentCompanyType,82.04484477381754
16442,EmpScore,59.65688277326157
7824,CurrentCompanyType,78.64107194679713
21374,CurrentCompanyType,79.58636650048022
10169,CurrentCompanyType,80.32665665011186
2801,JobProfileIDApplyingFor,53.63081591498536
2364,CurrentCompanyType,81.96467680737534
3702,CurrentCompanyType,81.89750863351932
17941,Gender,89.77989927805334
23300,EmpScore,59.60567826181756
19852,CurrentCTC,55.819416357571086
13765,GraduationYear,54.662978482874834
15388,LatestDegreeCGPA,56.04103326771737
16432,CurrentCompanyType,81.12468073517064
11375,CurrentCompanyType,81.4494901422698
19329,CurrentCTC,55.22419268723351
18288,Gender,90.42686449335466
21801,Gender,90.48196793460046
